Date,Target_Price,Sentiment_GDELT,VIX_Close,logP,ret_log
2021-03-01,315.1435,-0.4569,25.2,5.75302809064726,0.029638759490717703
2021-03-02,310.0889,0.352,23.58,5.736859030560881,-0.016169060086379083
2021-03-03,301.0901,-0.2863,22.8,5.707409555505102,-0.029449475055779217
2021-03-04,296.1622,-1.5101,26.52,5.690907277214668,-0.01650227829043338
2021-03-05,300.6227,-0.4916,29.48,5.705855990103108,0.014948712888439353
2021-03-08,292.1108,-0.6047,27.61,5.677133182349352,-0.028722807753755575
2021-03-09,303.6319,-1.3246,25.11,5.715816112465518,0.03868293011616597
2021-03-10,302.7652,-0.6176,23.76,5.712957587613858,-0.002858524851659716
2021-03-11,309.7383,-0.9044,22.5,5.735727747398762,0.02277015978490393
2021-03-12,307.2256,-0.9014,22.57,5.727582331134821,-0.008145416263941385
2021-03-15,310.5076,-1.5537,21.84,5.738208377724549,0.010626046589727878
2021-03-16,312.2121,-2.07,20.14,5.743682764537209,0.005474386812660548
2021-03-17,313.4975,0.5084,20.1,5.747791385559521,0.004108621022311354
2021-03-18,303.895,1.2416,18.95,5.7166822470068785,-0.03110913855264208
2021-03-19,304.9663,-0.4537,21.43,5.720201278699464,0.0035190316925852727
2021-03-22,310.6854,-2.9891,21.91,5.738780824628669,0.018579545929204855
2021-03-23,309.3299,-0.2378,19.46,5.734408344918564,-0.004372479710104571
2021-03-24,304.113,-1.0016,20.64,5.717399342865295,-0.017009002053269384
2021-03-25,303.5864,0.662,20.8,5.715666248734188,-0.0017330941311071157
2021-03-26,308.1403,-0.7454,19.32,5.7305551987365915,0.014888950002403867
2021-03-29,308.0525,-2.1426,20.4,5.730270222993304,-0.0002849757432876743
2021-03-30,306.5021,-0.2918,20.76,5.725224606902549,-0.005045616090754379
2021-03-31,311.1925,0.0077,19.8,5.740411691756751,0.015187084854201949
2021-04-01,316.4971,-2.0244,18.6,5.757314078825034,0.016902387068282287
2021-04-05,322.8159,-0.8132,18.16,5.777082191688308,0.01976811286327429
2021-04-06,322.5917,-1.1626,18.07,5.776387436903834,-0.0006947547844742274
2021-04-07,323.3717,0.359,17.99,5.778802435583617,0.0024149986797832312
2021-04-08,326.7457,-1.0352,16.92,5.789182192509553,0.010379756925935624
2021-04-09,328.7252,-2.966,17.05,5.795222143384083,0.006039950874530575
2021-04-12,328.2961,-0.5128,17.43,5.7939159450583695,-0.001306198325713659
2021-04-13,332.1284,0.4662,16.99,5.8055216411371005,0.011605696078730965
